Timecode,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25
2021-01-02T10:00:00.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.003,0.0,0.0,0.003,0.003,0.0,0.0,0.0
2021-01-02T11:00:00.0,0.0,0.0,0.0,0.075,0.0,0.075,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T12:00:00.0,0.276,0.0,0.0,0.075,0.0,0.075,0.0,0.046,0.0,0.075,0.0,0.046,0.046,0.046,0.075,0.0,0.0,0.046,0.046,0.0,0.0,0.046,0.046,0.046,0.046
2021-01-02T13:00:00.0,0.046,0.046,0.0,0.075,0.0,0.075,0.0,0.046,0.046,0.075,0.08,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.0,0.046,0.046,0.046,0.046
2021-01-02T14:00:00.0,0.126,0.046,0.0,0.075,0.0,0.075,0.046,0.046,0.046,0.121,0.126,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2021-01-02T15:00:00.0,0.126,0.046,0.0,0.075,0.0,0.0,0.046,0.046,0.046,0.121,0.126,0.046,0.046,0.046,0.121,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046
2021-01-02T16:00:00.0,0.08,0.046,0.0,0.0,0.0,0.0,0.046,0.0,0.046,0.046,0.126,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.0
2021-01-02T17:00:00.0,0.08,0.046,0.0,0.0,0.0,0.0,0.046,0.0,0.046,0.046,0.046,0.0,0.0,0.0,0.046,0.0,0.046,0.0,0.046,0.046,0.046,0.046,0.0,0.0,0.0
2021-01-02T18:00:00.0,0.08,0.046,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.046,0.0,0.0,0.0,0.0
2021-01-02T19:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T20:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T21:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T22:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02T23:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T00:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T01:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T02:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T03:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T04:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T07:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T08:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T09:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.42800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T10:00:00.0,0.08,0.0,0.0,0.0,0.075,0.0,0.16,0.0,0.0,0.0,0.42800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T11:00:00.0,0.08,0.0,0.0,0.0,0.075,0.0,0.16,0.0,0.0,0.0,0.42800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T12:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T13:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T14:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T15:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T16:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T18:00:00.0,0.006,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03T19:00:00.0,0.052,0.006,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.075,0.046,0.003,0.046,0.003,0.121,0.0,0.0,0.003,0.0,0.0,0.046,0.046,0.0,0.003,0.0
2021-01-03T20:00:00.0,0.052,0.006,0.0,0.075,0.0,0.0,0.003,0.0,0.003,0.075,0.046,0.049,0.046,0.049,0.121,0.003,0.046,0.049,0.003,0.049,0.049,0.049,0.003,0.003,0.003
2021-01-03T21:00:00.0,0.052,0.006,0.003,0.075,0.003,0.078,0.003,0.0,0.003,0.075,0.049,0.049,0.046,0.049,0.124,0.049,0.049,0.052,0.052,0.052,0.049,0.049,0.049,0.006,0.052
2021-01-03T22:00:00.0,0.055,0.006,0.003,0.075,0.003,0.078,0.003,0.003,0.049,0.046,0.003,0.049,0.049,0.052,0.124,0.049,0.049,0.052,0.052,0.052,0.049,0.052,0.049,0.006,0.052
2021-01-03T23:00:00.0,0.057999999999999996,0.052,0.003,0.078,0.003,0.078,0.049,0.049,0.049,0.049,0.003,0.049,0.049,0.052,0.049,0.049,0.049,0.052,0.052,0.052,0.049,0.052,0.049,0.052,0.052
2021-01-04T00:00:00.0,0.055,0.052,0.003,0.078,0.003,0.078,0.20900000000000002,0.049,0.049,0.049,0.003,0.049,0.003,0.052,0.049,0.049,0.049,0.049,0.052,0.052,0.049,0.006,0.049,0.052,0.052
2021-01-04T01:00:00.0,0.006,0.046,0.003,0.003,0.003,0.078,0.20600000000000002,0.049,0.049,0.049,0.003,0.003,0.003,0.049,0.003,0.049,0.049,0.003,0.006,0.052,0.003,0.006,0.049,0.049,0.052
2021-01-04T02:00:00.0,0.006,0.046,0.003,0.003,0.003,0.0,0.20600000000000002,0.049,0.003,0.049,0.003,0.0,0.003,0.003,0.003,0.003,0.003,0.003,0.006,0.006,0.0,0.006,0.0,0.049,0.052
2021-01-04T03:00:00.0,0.006,0.046,0.0,0.003,0.0,0.0,0.16,0.049,0.0,0.046,0.003,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.046,0.003
2021-01-04T04:00:00.0,0.003,0.0,0.0,0.003,0.0,0.0,0.16,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.046,0.0
2021-01-04T05:00:00.0,0.003,0.0,0.0,0.003,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T06:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T07:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T08:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T09:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T10:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T11:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T12:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T13:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T14:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T15:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T16:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04T18:00:00.0,0.003,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.049,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.049,0.046,0.0,0.0,0.0
2021-01-04T19:00:00.0,0.006,0.0,0.003,0.0,0.0,0.075,0.003,0.0,0.0,0.0,0.003,0.046,0.049,0.0,0.0,0.046,0.0,0.003,0.003,0.003,0.049,0.046,0.0,0.003,0.0
2021-01-04T20:00:00.0,0.052,0.0,0.003,0.0,0.003,0.075,0.003,0.046,0.0,0.0,0.049,0.046,0.049,0.052,0.075,0.049,0.0,0.003,0.052,0.003,0.049,0.046,0.0,0.049,0.0
2021-01-04T21:00:00.0,0.055,0.0,0.003,0.003,0.003,0.075,0.049,0.046,0.049,0.046,0.049,0.046,0.049,0.052,0.121,0.049,0.046,0.049,0.052,0.006,0.049,0.049,0.0,0.049,0.003
2021-01-04T22:00:00.0,0.057999999999999996,0.003,0.003,0.003,0.003,0.075,0.049,0.046,0.049,0.121,0.049,0.049,0.049,0.052,0.121,0.049,0.049,0.052,0.052,0.006,0.003,0.006,0.003,0.049,0.052
2021-01-04T23:00:00.0,0.057999999999999996,0.052,0.003,0.078,0.003,0.078,0.046,0.049,0.049,0.124,0.046,0.049,0.003,0.052,0.124,0.049,0.049,0.052,0.052,0.052,0.003,0.006,0.049,0.052,0.052
2021-01-05T00:00:00.0,0.055,0.052,0.003,0.078,0.003,0.003,0.046,0.049,0.049,0.124,0.046,0.049,0.003,0.006,0.124,0.003,0.049,0.049,0.052,0.049,0.003,0.006,0.049,0.052,0.052
2021-01-05T01:00:00.0,0.009000000000000001,0.052,0.0,0.078,0.003,0.003,0.20600000000000002,0.003,0.049,0.003,0.0,0.003,0.0,0.006,0.049,0.003,0.049,0.049,0.052,0.049,0.0,0.006,0.049,0.006,0.052
2021-01-05T02:00:00.0,0.006,0.052,0.0,0.003,0.0,0.003,0.20600000000000002,0.003,0.049,0.003,0.0,0.003,0.0,0.003,0.049,0.003,0.049,0.003,0.003,0.049,0.0,0.006,0.049,0.003,0.006
2021-01-05T03:00:00.0,0.003,0.052,0.0,0.0,0.0,0.003,0.16,0.003,0.0,0.003,0.0,0.003,0.0,0.0,0.003,0.0,0.003,0.003,0.0,0.049,0.0,0.003,0.049,0.003,0.003
2021-01-05T04:00:00.0,0.003,0.049,0.0,0.0,0.0,0.003,0.16,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.046,0.0,0.0,0.0,0.003,0.0
2021-01-05T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.003,0.16,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T07:00:00.0,0.276,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T08:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T09:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T10:00:00.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T11:00:00.0,0.08,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T12:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T13:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T14:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T15:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T16:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T18:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.046,0.0,0.003,0.003,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05T19:00:00.0,0.0,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.046,0.046,0.0,0.046,0.046,0.049,0.078,0.0,0.0,0.049,0.003,0.0,0.046,0.049,0.003,0.003,0.0
2021-01-05T20:00:00.0,0.049,0.003,0.003,0.003,0.0,0.003,0.049,0.0,0.046,0.124,0.0,0.046,0.046,0.049,0.124,0.0,0.049,0.052,0.003,0.003,0.046,0.052,0.003,0.052,0.003
2021-01-05T21:00:00.0,0.055,0.003,0.003,0.003,0.0,0.078,0.049,0.0,0.046,0.124,0.0,0.049,0.049,0.049,0.124,0.0,0.049,0.052,0.003,0.006,0.049,0.052,0.003,0.052,0.006
2021-01-05T22:00:00.0,0.057999999999999996,0.006,0.003,0.078,0.0,0.078,0.049,0.049,0.049,0.124,0.046,0.049,0.049,0.052,0.124,0.0,0.049,0.049,0.003,0.006,0.049,0.052,0.049,0.052,0.006
2021-01-05T23:00:00.0,0.057999999999999996,0.052,0.003,0.078,0.003,0.078,0.049,0.049,0.003,0.124,0.049,0.003,0.049,0.052,0.049,0.049,0.049,0.003,0.052,0.052,0.049,0.052,0.049,0.052,0.052
2021-01-06T00:00:00.0,0.057999999999999996,0.049,0.0,0.078,0.003,0.078,0.049,0.049,0.003,0.124,0.049,0.003,0.003,0.006,0.049,0.049,0.049,0.003,0.049,0.052,0.003,0.052,0.046,0.052,0.052
2021-01-06T01:00:00.0,0.012,0.049,0.0,0.003,0.003,0.003,0.049,0.049,0.003,0.003,0.049,0.003,0.003,0.003,0.046,0.049,0.049,0.003,0.049,0.052,0.003,0.003,0.046,0.0,0.052
2021-01-06T02:00:00.0,0.009000000000000001,0.049,0.0,0.0,0.003,0.003,0.16,0.049,0.003,0.0,0.049,0.003,0.003,0.003,0.0,0.049,0.0,0.0,0.049,0.052,0.003,0.0,0.046,0.0,0.049
2021-01-06T03:00:00.0,0.003,0.003,0.0,0.0,0.003,0.0,0.16,0.003,0.003,0.0,0.049,0.003,0.0,0.003,0.0,0.003,0.0,0.0,0.003,0.049,0.0,0.0,0.046,0.0,0.049
2021-01-06T04:00:00.0,0.003,0.003,0.0,0.0,0.003,0.0,0.16,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T05:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T06:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T07:00:00.0,0.276,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T08:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T09:00:00.0,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T10:00:00.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T11:00:00.0,0.08,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T12:00:00.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T13:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T14:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T15:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T16:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T17:00:00.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T18:00:00.0,0.046,0.0,0.0,0.0,0.0,0.003,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06T19:00:00.0,0.049,0.0,0.0,0.003,0.0,0.003,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.049
2021-01-06T20:00:00.0,0.052,0.0,0.0,0.078,0.0,0.078,0.049,0.049,0.049,0.003,0.046,0.0,0.0,0.052,0.124,0.0,0.003,0.046,0.003,0.003,0.0,0.046,0.003,0.046,0.052
2021-01-06T21:00:00.0,0.052,0.049,0.0,0.078,0.0,0.078,0.049,0.049,0.049,0.078,0.049,0.0,0.0,0.052,0.124,0.0,0.049,0.046,0.052,0.003,0.003,0.049,0.049,0.046,0.052
